index,APPARENT_TEMPERATURE:TOTAL
2020-01-05 03:00:00,0.60000002384186
2020-01-05 03:15:00,0.60000002384186
2020-01-05 03:30:00,0.69999998807907
2020-01-05 03:45:00,0.60000002384186
2020-01-05 04:00:00,0.5333333512147267
2020-01-05 04:15:00,0.46666666865348666
2020-01-05 04:30:00,0.20000000298023
2020-01-05 04:45:00,0.30000001192093
2020-01-05 05:00:00,0.20000000794728667
2020-01-05 05:15:00,0.0
2020-01-05 05:30:00,-1.2999999523163
2020-01-05 05:45:00,-1.2999999523163
2020-01-05 06:00:00,-1.3666666348775334
2020-01-05 06:15:00,-1.6333333651224666
2020-01-05 06:30:00,-1.3999999761581001
2020-01-05 06:45:00,-1.2999999523163
2020-01-05 07:00:00,-1.4333333174387668
2020-01-05 07:15:00,-1.6333333651225004
2020-01-05 07:30:00,-1.2000000476837
2020-01-05 07:45:00,-1.5
2020-01-05 08:00:00,-1.5999999841054333
2020-01-05 08:15:00,-1.7333333492279
2020-01-05 08:30:00,-1.5
2020-01-05 08:45:00,-1.2999999523163
2020-01-05 09:00:00,-1.1666666269302466
2020-01-05 09:15:00,-0.8333333134651166
2020-01-05 09:30:00,-0.7666666507720933
2020-01-05 09:45:00,-0.5
2020-01-05 10:00:00,-0.5
2020-01-05 10:15:00,0.23333334177732667
2020-01-05 10:30:00,-0.13333333532015332
2020-01-05 10:45:00,0.0
2020-01-05 11:00:00,0.2999999920527133
2020-01-05 11:15:00,0.96666665871938
2020-01-05 11:30:00,0.40000000596046
2020-01-05 11:45:00,0.80000001192093
2020-01-05 12:00:00,0.9666666587193866
2020-01-05 12:15:00,1.3666666348774996
2020-01-05 12:30:00,1.2000000476837
2020-01-05 12:45:00,1.3999999761581001
2020-01-05 13:00:00,1.4666666587193664
2020-01-05 13:15:00,1.3999999761581667
2020-01-05 13:30:00,1.3999999761581332
2020-01-05 13:45:00,1.3999999761581001
2020-01-05 14:00:00,1.3333333333333
2020-01-05 14:15:00,1.2000000476837
2020-01-05 14:30:00,1.6000000238418999
2020-01-05 14:45:00,1.5
2020-01-05 15:00:00,1.5
2020-01-05 15:15:00,1.2333333492279
2020-01-05 15:30:00,1.1000000238419
2020-01-05 15:45:00,1.1000000238419
2020-01-05 16:00:00,1.0333333412806467
2020-01-05 16:15:00,0.89999997615814
2020-01-05 16:30:00,1.6333333651224666
2020-01-05 16:45:00,1.5
2020-01-05 17:00:00,1.4000000158945667
2020-01-05 17:15:00,1.1333333651225002
2020-01-05 17:30:00,1.6000000238418999
2020-01-05 17:45:00,1.5
2020-01-05 18:00:00,1.4666666587193664
2020-01-05 18:15:00,1.3333332935969
2020-01-05 18:30:00,1.3333332935969
2020-01-05 18:45:00,1.2999999523163
2020-01-05 19:00:00,1.2999999523163
2020-01-05 19:15:00,1.2666666507721
2020-01-05 19:30:00,1.9666666189829665
2020-01-05 19:45:00,1.7000000476837
2020-01-05 20:00:00,1.7000000476837
2020-01-05 20:15:00,0.8333333333333334
2020-01-05 20:30:00,2.3333333333333335
2020-01-05 20:45:00,2.0
2020-01-05 21:00:00,1.6666666666666667
2020-01-05 21:15:00,1.0
2020-01-05 21:30:00,1.1666667064031
2020-01-05 21:45:00,1.1000000238419
2020-01-05 22:00:00,1.1000000238419
2020-01-05 22:15:00,1.1000000238419
2020-01-05 22:30:00,1.1000000238419
2020-01-05 22:45:00,1.1000000238419
2020-01-05 23:00:00,1.6333333651225
2020-01-05 23:15:00,2.6333332856496336
2020-01-05 23:30:00,2.5999999046326
2020-01-05 23:45:00,2.5999999046326
2020-01-06 00:00:00,2.8666666348775336
2020-01-06 00:15:00,3.4000000953674
2020-01-06 00:30:00,3.5
2020-01-06 00:45:00,3.5999999046326
2020-01-06 01:00:00,3.5999999046326
2020-01-06 01:15:00,3.5999999046326
2020-01-06 01:30:00,3.5
2020-01-06 01:45:00,3.5
2020-01-06 02:00:00,3.5666666825612334
2020-01-06 02:15:00,3.7666666507721
2020-01-06 02:30:00,4.133333206176768
2020-01-06 02:45:00,4.1999998092651
2020-01-06 03:00:00,3.8999998569488334
2020-01-06 03:15:00,3.3666667143503664
2020-01-06 03:30:00,2.7999999523163
2020-01-06 03:45:00,2.7999999523163
2020-01-06 04:00:00,2.7666666507721
2020-01-06 04:15:00,2.7000000476837
2020-01-06 04:30:00,2.9000000953674
2020-01-06 04:45:00,2.9000000953674
2020-01-06 05:00:00,2.9000000953674
2020-01-06 05:15:00,2.7999999523163
2020-01-06 05:30:00,2.9333333969115998
2020-01-06 05:45:00,3.0
2020-01-06 06:00:00,2.9333333174387666
2020-01-06 06:15:00,2.7999999523163
2020-01-06 06:30:00,2.7000000476837
2020-01-06 06:45:00,2.7999999523163
2020-01-06 07:00:00,2.7333332697550667
2020-01-06 07:15:00,2.5999999046326
2020-01-06 07:30:00,2.7000000476837
2020-01-06 07:45:00,2.5999999046326
2020-01-06 08:00:00,2.5333333015442
2020-01-06 08:15:00,2.4000000953674
2020-01-06 08:30:00,2.9000000953674
2020-01-06 08:45:00,2.7999999523163
2020-01-06 09:00:00,2.7999999523163
2020-01-06 09:15:00,2.6666666666666665
2020-01-06 09:30:00,2.6666665871938333
2020-01-06 09:45:00,2.7999999523163
2020-01-06 10:00:00,2.7999999523163
2020-01-06 10:15:00,2.8666667143503664
2020-01-06 10:30:00,3.1000000635782663
2020-01-06 10:45:00,3.2000000476837
2020-01-06 11:00:00,3.2000000476837
2020-01-06 11:15:00,3.0
2020-01-06 11:30:00,3.4000000953674
2020-01-06 11:45:00,3.2999999523163
2020-01-06 12:00:00,3.2666666507721
2020-01-06 12:15:00,3.2666666507721
2020-01-06 12:30:00,3.7333332697550667
2020-01-06 12:45:00,3.5999999046326
2020-01-06 13:00:00,3.4999999205271664
2020-01-06 13:15:00,3.0999999841054335
2020-01-06 13:30:00,2.5333333015442
2020-01-06 13:45:00,2.4000000953674
2020-01-06 14:00:00,2.4666666984558
2020-01-06 14:15:00,2.4666666984558
2020-01-06 14:30:00,2.7000000476837
2020-01-06 14:45:00,2.2999999523163
2020-01-06 15:00:00,2.2666666507721
2020-01-06 15:15:00,2.0666666825612334
2020-01-06 15:30:00,1.8999999761581001
2020-01-06 15:45:00,1.8999999761581001
2020-01-06 16:00:00,1.466666658719353
2020-01-06 16:15:00,0.4666666785875933
2020-01-06 16:30:00,-0.6000000039736433
2020-01-06 16:45:00,-0.80000001192093
2020-01-06 17:00:00,-1.1000000238418532
2020-01-06 17:15:00,-1.8333333333333002
2020-01-06 17:30:00,-1.9999999999999665
2020-01-06 17:45:00,-2.2000000476837
2020-01-06 18:00:00,-2.4333333969115998
2020-01-06 18:15:00,-2.9333333969115998
2020-01-06 18:30:00,-2.8666666348775336
2020-01-06 18:45:00,-3.0
2020-01-06 19:00:00,-3.0
2020-01-06 19:15:00,-3.1999999682108666
2020-01-06 19:30:00,-2.7000000476837
2020-01-06 19:45:00,-2.9000000953674
2020-01-06 20:00:00,-3.066666762034067
2020-01-06 20:15:00,-3.4000000953674
2020-01-06 20:30:00,-2.8333333333333335
2020-01-06 20:45:00,-2.9000000953674
2020-01-06 21:00:00,-3.0333333810170338
2020-01-06 21:15:00,-3.2999999523163
2020-01-06 21:30:00,-3.4666666984558
2020-01-06 21:45:00,-3.4000000953674
2020-01-06 22:00:00,-3.333333412806167
2020-01-06 22:15:00,-3.2000000476837
2020-01-06 22:30:00,-2.8666667143503672
2020-01-06 22:45:00,-2.7999999523163
2020-01-06 23:00:00,-2.9666666189829667
2020-01-06 23:15:00,-3.2999999523163
2020-01-06 23:30:00,-3.8666667143503672
2020-01-06 23:45:00,-3.7999999523163
2020-01-07 00:00:00,-3.6666666666666665
2020-01-07 00:15:00,-3.3333333333333335
2020-01-07 00:30:00,-2.7666666507721
2020-01-07 00:45:00,-2.7000000476837
2020-01-07 01:00:00,-2.5666666825612334
2020-01-07 01:15:00,-2.1666665871938338
2020-01-07 01:30:00,-2.0
2020-01-07 01:45:00,-1.8666666348775334
2020-01-07 02:00:00,-1.7999999523163
2020-01-07 02:15:00,-1.7333333492279
2020-01-07 02:30:00,-1.5333333412806336
2020-01-07 02:45:00,-1.3999999761581001
2020-01-07 03:00:00,-1.3999999761581001
2020-01-07 03:15:00,-1.3333332935969
2020-01-07 03:30:00,-1.7999999523163
2020-01-07 03:45:00,-1.7000000476837
2020-01-07 04:00:00,-1.6333333651224666
2020-01-07 04:15:00,-1.4333333174387333
2020-01-07 04:30:00,-1.2000000476837
2020-01-07 04:45:00,-1.0
2020-01-07 05:00:00,-1.0
2020-01-07 05:15:00,-1.0
2020-01-07 05:30:00,-1.0
2020-01-07 05:45:00,-0.89999997615814
2020-01-07 06:00:00,-0.7999999920527133
2020-01-07 06:15:00,-0.53333334128062
2020-01-07 06:30:00,-0.30000001192093
2020-01-07 06:45:00,-0.20000000298023
2020-01-07 07:00:00,-0.13333333532015332
2020-01-07 07:15:00,0.06666666766008
2020-01-07 07:30:00,0.16666666915019335
2020-01-07 07:45:00,0.20000000298023
2020-01-07 08:00:00,0.3666666646798433
2020-01-07 08:15:00,0.7333333293596901
2020-01-07 08:30:00,0.4666666785875933
2020-01-07 08:45:00,0.60000002384186
2020-01-07 09:00:00,0.7000000079472867
2020-01-07 09:15:00,0.96666665871938
2020-01-07 09:30:00,1.0
2020-01-07 09:45:00,1.2000000476837
2020-01-07 10:00:00,1.2666666905085
2020-01-07 10:15:00,1.4333333174387333
2020-01-07 10:30:00,1.7333333492279
2020-01-07 10:45:00,1.7999999523163
2020-01-07 11:00:00,1.8666666348775334
2020-01-07 11:15:00,1.94999998807905
2020-01-07 11:30:00,2.399999976158133
2020-01-07 11:45:00,2.5999999046326
2020-01-07 12:00:00,2.633333285649633
2020-01-07 12:15:00,2.7666666507721
2020-01-07 12:30:00,3.6666665871938338
2020-01-07 12:45:00,3.7000000476837
2020-01-07 13:00:00,3.6666666666666665
2020-01-07 13:15:00,3.6333332856496328
2020-01-07 13:30:00,4.1999998092651
2020-01-07 13:45:00,4.0
2020-01-07 14:00:00,4.0
2020-01-07 14:15:00,3.4333333969115998
2020-01-07 14:30:00,3.5666666825612334
2020-01-07 14:45:00,3.2999999523163
2020-01-07 15:00:00,3.4333333174387666
2020-01-07 15:15:00,3.6333332856496336
2020-01-07 15:30:00,4.266666730244933
2020-01-07 15:45:00,4.0
2020-01-07 16:00:00,3.8000000317891334
2020-01-07 16:15:00,3.4000000953674
2020-01-07 16:30:00,3.8000000317891334
2020-01-07 16:45:00,3.5999999046326
2020-01-07 17:00:00,3.4666666189829662
2020-01-07 17:15:00,3.1333332856496336
2020-01-07 17:30:00,2.7999999523163
2020-01-07 17:45:00,2.7999999523163
2020-01-07 18:00:00,2.6999999682108666
2020-01-07 18:15:00,2.4333333969115998
