season;dayOfWeek;hour;meanP;stdP;meanQ;stdQ
summer;1;5;5508.8475341796875;2410.7344360351562;-759.5299377441406;405.8782043457031
summer;1;6;6057.41064453125;2404.2713012695312;-700.1621704101562;401.19225311279297
summer;1;7;6356.088134765625;2386.6275024414062;-571.4009857177734;402.27803802490234
summer;1;8;6686.48193359375;2424.7314453125;-265.19401931762695;414.9575500488281
summer;1;9;7258.9627685546875;2420.197021484375;10.309434413909912;406.75450134277344
summer;1;10;7952.9034423828125;2392.453369140625;216.37833404541016;409.5785903930664
summer;1;11;8540.500732421875;2437.269287109375;219.54673385620117;408.37003326416016
summer;1;12;8810.952880859375;2427.267822265625;130.31162643432617;407.3962097167969
summer;1;13;8821.74267578125;2422.5975341796875;8.799007415771484;406.2867431640625
summer;1;14;8765.649658203125;2369.5878295898438;-179.3843994140625;412.84515380859375
summer;1;15;8810.778076171875;2413.6207275390625;-318.1929931640625;407.84254455566406
summer;1;16;8932.88818359375;2428.788818359375;-377.42747497558594;403.05770111083984
summer;1;17;9130.049560546875;2407.1695556640625;-416.1514663696289;402.8096694946289
summer;1;18;9630.895263671875;2415.7785034179688;-501.5600280761719;398.2279510498047
summer;1;19;9947.559814453125;2406.6185302734375;-601.2224273681641;404.63316345214844
summer;1;20;9651.416015625;2431.7111206054688;-712.6031951904297;403.2362976074219
summer;1;21;8730.70458984375;2402.0864868164062;-820.4254455566406;402.95276641845703
summer;1;22;7235.3719482421875;2417.956787109375;-850.7894744873047;394.8000793457031
summer;1;23;5754.2982177734375;2397.5872192382812;-813.98486328125;397.17652893066406
summer;2;0;5120.2333984375;2399.5985717773438;-811.7390289306641;402.95396423339844
summer;2;1;4739.2841796875;2387.1624755859375;-818.8186798095703;401.2988967895508
summer;2;2;4600.961181640625;2353.4374389648438;-819.4722137451172;407.5252456665039
summer;2;3;4580.275390625;2421.5935668945312;-832.1193542480469;402.60887145996094
summer;2;4;4978.7117919921875;2396.0849609375;-795.5548248291016;405.2102966308594
summer;2;5;5457.9581298828125;2386.9993896484375;-769.0723114013672;399.7289123535156
summer;2;6;6049.1361083984375;2399.9749145507812;-705.5939178466797;401.7096176147461
summer;2;7;6377.093017578125;2375.111083984375;-607.3226013183594;403.41732025146484
summer;2;8;6706.404052734375;2378.1173095703125;-371.99031829833984;399.53743743896484
summer;2;9;7328.993896484375;2416.5352783203125;-77.0007209777832;413.97057342529297
summer;2;10;7865.4105224609375;2425.59033203125;139.84423446655273;410.5301742553711
summer;2;11;8369.70751953125;2449.570068359375;263.1225891113281;406.1767044067383
summer;2;12;8575.483642578125;2425.2156982421875;243.81046676635742;403.36095428466797
summer;2;13;8583.3330078125;2456.0448608398438;141.93680572509766;406.74517822265625
summer;2;14;8421.193115234375;2423.765625;-13.694709777832031;409.0246887207031
summer;2;15;8416.0771484375;2392.7721557617188;-153.5700798034668;407.94710540771484
summer;2;16;8663.173095703125;2419.8648681640625;-235.40187454223633;409.0839538574219
summer;2;17;9008.475830078125;2388.7570190429688;-311.92554473876953;402.6292419433594
summer;2;18;9437.931884765625;2438.2703247070312;-405.42150115966797;409.0773239135742
summer;2;19;9753.439453125;2451.400634765625;-544.7222366333008;405.76290130615234
summer;2;20;9688.35888671875;2449.2521362304688;-662.3938446044922;400.88887786865234
summer;2;21;8791.0126953125;2426.303955078125;-758.0730743408203;409.66796112060547
summer;2;22;7304.8638916015625;2372.330322265625;-795.4934997558594;405.58192443847656
summer;2;23;5805.3924560546875;2418.4254150390625;-768.9319152832031;401.7947692871094
summer;3;0;5174.7906494140625;2398.7786865234375;-763.2320861816406;403.1835632324219
summer;3;1;4747.876953125;2359.9729614257812;-763.9922485351562;401.6908187866211
summer;3;2;4562.9730224609375;2429.1798706054688;-773.5772552490234;400.19371032714844
summer;3;3;4679.3231201171875;2395.8998413085938;-786.4098663330078;404.700439453125
summer;3;4;4962.107666015625;2425.7249755859375;-763.6182098388672;406.4463882446289
summer;3;5;5455.0103759765625;2394.7597045898438;-721.18359375;405.33573150634766
summer;3;6;6046.01171875;2378.924560546875;-652.8303680419922;403.3556137084961
summer;3;7;6408.1099853515625;2357.7341918945312;-562.44775390625;399.2673645019531
summer;3;8;6826.381103515625;2390.637451171875;-372.4308624267578;400.79718017578125
summer;3;9;7364.113525390625;2397.11865234375;-171.6671199798584;407.0998764038086
summer;3;10;7922.723876953125;2406.8929443359375;-8.883525848388672;404.77525329589844
summer;3;11;8279.593994140625;2435.3938598632812;87.89730072021484;407.4519729614258
summer;3;12;8534.346435546875;2408.3949584960938;126.08332252502441;410.44586181640625
summer;3;13;8580.29052734375;2409.9918823242188;53.04782676696777;400.36517333984375
summer;3;14;8459.953369140625;2400.7889404296875;-61.22251319885254;410.31883239746094
summer;3;15;8507.4990234375;2381.4635009765625;-126.79205513000488;406.14830017089844
summer;3;16;8837.558349609375;2410.908935546875;-175.29252243041992;411.96569061279297
summer;3;17;9202.8408203125;2417.7254638671875;-224.8214111328125;409.5314254760742
summer;3;18;9351.9423828125;2393.5103759765625;-327.0302429199219;404.92222595214844
summer;3;19;9480.360595703125;2393.885498046875;-421.5618896484375;400.1976089477539
summer;3;20;9468.07421875;2397.1956787109375;-552.33837890625;413.6417541503906
summer;3;21;8654.373046875;2394.8502807617188;-683.7776031494141;407.8405075073242
summer;3;22;7323.89013671875;2392.5577392578125;-721.8466033935547;403.4024353027344
summer;3;23;5948.9637451171875;2394.8563842773438;-718.2778930664062;406.9936828613281
summer;4;0;5315.2576904296875;2392.8167724609375;-722.6683654785156;401.7457809448242
summer;4;1;4802.4022216796875;2394.3692626953125;-724.6114959716797;402.3670196533203
summer;4;2;4586.9249267578125;2433.7081909179688;-724.3661499023438;406.19824981689453
summer;4;3;4590.2415771484375;2450.6204223632812;-704.6873168945312;410.8230667114258
summer;4;4;4796.668212890625;2430.968017578125;-718.1981811523438;404.87659454345703
summer;4;5;5212.9713134765625;2381.5508422851562;-692.6127319335938;398.4740447998047
summer;4;6;5862.46923828125;2382.4491577148438;-640.5052185058594;409.08895111083984
summer;4;7;6459.8079833984375;2381.1869506835938;-545.7027893066406;407.21466064453125
